ord,id,nom_estab,raz_social,codigo_act,nombre_act,per_ocu,tipo_vial,nom_vial,tipo_v_e_1,nom_v_e_1,tipo_v_e_2,nom_v_e_2,tipo_v_e_3,nom_v_e_3,numero_ext,letra_ext,edificio,edificio_e,numero_int,letra_int,tipo_asent,nomb_asent,tipoCenCom,nom_CenCom,num_local,cod_postal,cve_ent,entidad,cve_mun,municipio,cve_loc,localidad,ageb,manzana,telefono,correoelec,www,tipoUniEco,latitud,longitud,fecha_alta,subrama
10815,4123315,DISTRIBUIDORA DE PAPAS,,461130,Comercio al por menor de frutas y verduras frescas,0 a 5 personas,CALLE,LEANDRO VALLE (3),CALLE,MIGUEL HIDALGO Y COSTILLA,CALLE,JOSE MARIA MORELOS Y PAVON,CALLE,CAMILO MANZO (2),NA,SN,,NA,NA,,COLONIA,ZONA CENTRO,,,,87000,28,TAMAULIPAS,41,Victoria,1,Ciudad Victoria,967,28,,,,Fijo,23.73138397,-99.13965657,2010-07,46113
10920,8878498,DULCERIA DULCELANDIA,,461160,Comercio al por menor de dulces y materias primas para repostería,0 a 5 personas,CALLE,SIERRA DE SAN CARLOS,CALLE,RIO TAMESI,BOULEVARD,LIBRAMIENTO DE TRANSITO PESADO LICENCIADO EMILIO PORTES GIL,CALLE,CERRO DEL BERNAL,NA,SN,,NA,NA,,COLONIA,ESTUDIANTIL,,,,87060,28,TAMAULIPAS,41,Victoria,1,Ciudad Victoria,2198,1,,,,Fijo,23.7139468,-99.17905151,2019-11,46116
11126,7294439,DULCERIA YUPIS,,461160,Comercio al por menor de dulces y materias primas para repostería,0 a 5 personas,AVENIDA,CARLOS ADRIAN AVILES BORTOLOUSSI,AVENIDA,16 DE SEPTIEMBRE,CALLE,18 DE JULIO,CALLE,20 DE SEPTIEMBRE,NA,SN,,NA,NA,,AMPLIACION,AMPL JOSE DE ESCANDON,,,,87087,28,TAMAULIPAS,41,Victoria,1,Ciudad Victoria,562,7,,,,Fijo,23.74213739,-99.11695111,2019-11,46116
11250,8878744,ENCREPE,,461160,Comercio al por menor de dulces y materias primas para repostería,0 a 5 personas,CALLE,DOCTOR NORBERTO TREVIÑO ZAPATA (16),CALLE,SIERRA DE CASAS,CALLE,SIERRA MADRE,CALLE,JOSÉ MARÍA PINO SUÁREZ,3060,B,,NA,NA,,FRACCIONAMIENTO,VILLARREAL,,,,87027,28,TAMAULIPAS,41,Victoria,1,Ciudad Victoria,685,3,,,,Fijo,23.76519474,-99.14805853,2019-11,46116
11252,7294196,ENFIESTARTE,,461160,Comercio al por menor de dulces y materias primas para repostería,0 a 5 personas,CALLE,TENOCHTITLAN,PRIVADA,PASEO SAN MIGUEL,PRIVADA,VIOLETA,CALLE,ROSAL,2117,,,NA,NA,,FRACCIONAMIENTO,VISTA VERDE,,,,87026,28,TAMAULIPAS,41,Victoria,1,Ciudad Victoria,1575,24,8341310714,,,Fijo,23.75338448,-99.1278745,2019-11,46116
13450,7929029,FRUTERIA,,461130,Comercio al por menor de frutas y verduras frescas,0 a 5 personas,CALLE,JAIME RODRIGUEZ INURRIGARRO,CALLE,LOS PINOS,CALLE,LAS PALMAS,CALLE,PROFESORA MARÍA DE LOS ÁNGELES GUILLEN DE HACES,3659,,,NA,0,,COLONIA,MODERNA,,,,87134,28,TAMAULIPAS,41,Victoria,1,Ciudad Victoria,1274,51,,,,Fijo,23.72712774,-99.10845886,2019-11,46113
13502,4031987,FRUTERIA CASTAÑON,,461130,Comercio al por menor de frutas y verduras frescas,0 a 5 personas,AVENIDA,20 DE NOVIEMBRE,CALLE,20 DE NOVIEMBRE,CALLE,19 DE OCTUBRE,CALLE,22 DE DICIEMBRE,175,,,NA,NA,,COLONIA,EMILIO PORTES GIL,,,,87080,28,TAMAULIPAS,41,Victoria,1,Ciudad Victoria,543,46,,N02041977@YAHOO.COM.MX,,Fijo,23.74470644,-99.1254879,2010-07,46113
13524,4116638,FRUTERIA DESECHABLES,,462112,Comercio al por menor en minisupers,0 a 5 personas,BOULEVARD,LIBRAMIENTO DE TRANSITO PESADO LICENCIADO EMILIO PORTES GIL,CALLE,MANUEL DOBLADO,CALLE,BERNARDO GUTIERREZ DE LARA,CALLE,MAGDALENO AGUILAR CASTILLO,NA,SN,,NA,NA,,COLONIA,ALTA VISTA,,,,87078,28,TAMAULIPAS,41,Victoria,1,Ciudad Victoria,2234,41,,,,Fijo,23.72426209,-99.18077034,2010-07,46211
13549,4122450,FRUTERIA EL GUERO,,461130,Comercio al por menor de frutas y verduras frescas,0 a 5 personas,AVENIDA,CRISTOBAL COLON (9),CALLE,JUAN JOSE DE LA GARZA,CALLE,MUTUALISMO,CALLE,HERMANOS VÁZQUEZ GÓMEZ,201,B,,NA,0,,COLONIA,GUADALUPE MAINERO,,,,87100,28,TAMAULIPAS,41,Victoria,1,Ciudad Victoria,1043,6,8341182491,,,Fijo,23.72671501,-99.14565393,2014-12,46113
13568,4082650,FRUTERIA EMANUEL,,461130,Comercio al por menor de frutas y verduras frescas,0 a 5 personas,CALLE,PROLONGACION DEMOCRACIA,CALLE,JOSE GUADALUPE MOLINA,BOULEVARD,LIBRAMIENTO DE TRANSITO PESADO LICENCIADO EMILIO PORTES GIL,CALLE,MANUEL DOBLADO,2140,,,NA,NA,,COLONIA,CUAUHTEMOC,,,,87078,28,TAMAULIPAS,41,Victoria,1,Ciudad Victoria,1946,15,,,,Fijo,23.72350393,-99.17990958,2014-12,46113
13598,7294510,FRUTERIA GCB,,461130,Comercio al por menor de frutas y verduras frescas,0 a 5 personas,CALLE,MEXICO,CALLE,BRASIL,CALLE,PANAMA,CALLE,REPÚBLICA DE CHILE,NA,SN,,NA,NA,,COLONIA,SOLIDARIDAD VOLUNTAD Y TRABAJO,,,,87089,28,TAMAULIPAS,41,Victoria,1,Ciudad Victoria,1787,24,,,,Fijo,23.75347911,-99.11305821,2019-11,46113
13710,7929159,FRUTERIA NAVARRO,,461130,Comercio al por menor de frutas y verduras frescas,0 a 5 personas,CALLE,LICENCIADO BENITO JUAREZ,CALLE,TULIPAN (33),CALLE,NARDO (32),CALLE,MELCHOR OCAMPO,0,SN,,NA,0,,COLONIA,MIGUEL ALEMAN,,,,87030,28,TAMAULIPAS,41,Victoria,1,Ciudad Victoria,914,38,8342478196,,,Fijo,23.73045913,-99.16886519,2019-11,46113
13743,4080151,FRUTERIA RUIZ,,461130,Comercio al por menor de frutas y verduras frescas,0 a 5 personas,AVENIDA,CARLOS ADRIAN AVILES BORTOLOUSSI,CALLE,SUPER NOVA,CALLE,ALBIREO,CALLE,NINGUNO,1408,,,NA,0,,COLONIA,SAGITARIO,,,,87087,28,TAMAULIPAS,41,Victoria,1,Ciudad Victoria,539,64,,,,Fijo,23.74341965,-99.11784803,2014-12,46113
13760,9360724,FRUTERIA SIN NOBRE,FRUTERIA SINNOMBRE ,461130,Comercio al por menor de frutas y verduras frescas,0 a 5 personas,BOULEVARD,LICENCIADO EMILIO PORTES GIL,ANDADOR,RIO GRANDE,CALLE,RIO TIGRIS,CALLE,RÍO TIGRIS,NA,SN,,NA,NA,,FRACCIONAMIENTO,PRADERAS,,,,87018,28,TAMAULIPAS,41,Victoria,1,Ciudad Victoria,1931,55,,,,Fijo,23.75091419,-99.17082183,2021-05,46113
13816,7294035,FRUTERIA SIN NOMBRE,,461130,Comercio al por menor de frutas y verduras frescas,0 a 5 personas,CALLE,MINA,AVENIDA,16 DE SEPTIEMBRE,CALLE,MAESTRA ESTEFANIA CASTAÑEDA,AVENIDA,16 DE SEPTIEMBRE,NA,SN,,NA,NA,,COLONIA,VICTORIA III,,,,87090,28,TAMAULIPAS,41,Victoria,1,Ciudad Victoria,090A,40,,,,Fijo,23.73748095,-99.12404637,2019-11,46113
13925,6277261,GRAN D CAMPESTRE,TIENDAS GRAN D SA DE CV,462111,Comercio al por menor en supermercados,101 a 250 personas,BOULEVARD,TAMAULIPAS,CALLE,RAFAEL BALANDRANO,CALLE,ARTURO OLIVARES,CALLE,LOS CHARCOS DE ABAJO,3262,,,NA,0,,FRACCIONAMIENTO,VILLARREAL,,,,87027,28,TAMAULIPAS,41,Victoria,1,Ciudad Victoria,469,5,,TIENDA05@TIENDAS-GRAND.COM.MX,WWW.TIENDASGRAND.COM.MX,Fijo,23.76366898,-99.1397905,2010-07,46211
15851,4120568,MINI SUPER MINA,,462112,Comercio al por menor en minisupers,0 a 5 personas,CALLE,FRANCISCO JAVIER MINA,CALLE,MATIAS SABAS CANALES (12),CALLE,GASPAR DE LA GARZA (13),CALLE,FELIPE BERRIOZÁBAL,0,SN,,NA,0,,COLONIA,MORELOS,,,,87050,28,TAMAULIPAS,41,Victoria,1,Ciudad Victoria,863,1,,,,Fijo,23.74005366,-99.14798196,2010-07,46211
16620,4123140,MINISUPER ECATEPEC,,462112,Comercio al por menor en minisupers,0 a 5 personas,CALLE,VICENTE GUERRERO,CALLE,JUAN C. DORIA (5),CALLE,ASCENSION GOMEZ (4),CALLE,NICOLÁS BRAVO,1313,,,NA,0,,COLONIA,ZONA CENTRO,,,,87000,28,TAMAULIPAS,41,Victoria,1,Ciudad Victoria,967,14,8342611275,,,Fijo,23.73353908,-99.14090878,2010-07,46211
21431,6403501,OXXO SUC 50HVZ 5 CEROS MAF,CADENA COMERCIAL OXXO SA DE CV,462112,Comercio al por menor en minisupers,6 a 10 personas,CALLE,GENERAL CARRERA TORRES,OTRO (ESPECIFIQUE),,OTRO (ESPECIFIQUE),,OTRO (ESPECIFIQUE),,2302,,,NA,NA,,COLONIA,OBRERA,,,,87090,28,TAMAULIPAS,41,Victoria,1,Ciudad Victoria,882,20,,ATENCIONCLIENTES@OXXO.COM,WWW.OXXO.COM,Fijo,23.73581301,-99.13286383,2010-07,46211
22053,7933664,PALETERIA COMO CAIDO DEL CIELO,,461170,Comercio al por menor de paletas de hielo y helados,0 a 5 personas,AVENIDA,ALASKA,CALLE,CHILE,CALLE,ECUADOR,CALLE,PERÚ,NA,SN,,NA,NA,,COLONIA,LA LIBERTAD,,,,87019,28,TAMAULIPAS,41,Victoria,1,Ciudad Victoria,435,14,,,,Fijo,23.77021032,-99.16680049,2019-11,46117
22175,4123662,PANADERÍA SIN NOMBRE,,461190,Comercio al por menor de otros alimentos,0 a 5 personas,CALLE,SANTA MARIA DE AGUAYO,CALLE,RIO VERDITO,AVENIDA,AVENIDA DEL ESTUDIANTE,AVENIDA,AVENIDA DEL ESTUDIANTE,NA,SN,,NA,NA,,COLONIA,LOS PINOS,,,,87140,28,TAMAULIPAS,41,Victoria,1,Ciudad Victoria,1096,9,,,,Fijo,23.72162922,-99.15255936,2010-07,46119
22347,4118830,PESCADERIA GUEMEZ,,461123,Comercio al por menor de pescados y mariscos,0 a 5 personas,CALLE,LAURO RENDON (27),CALLE,IGNACIO ZARAGOZA,CALLE,MELCHOR OCAMPO,CALLE,PROFESOR GABRIEL SALDÍVAR (28),310,,,NA,NA,,COLONIA,MIGUEL ALEMAN INFONAVIT,,,,87030,28,TAMAULIPAS,41,Victoria,1,Ciudad Victoria,929,38,8353241082,,,Fijo,23.72963724,-99.16245057,2010-07,46112
22602,9220774,POLLOS BLANUITA,,461122,Comercio al por menor de carne de aves,0 a 5 personas,AVENIDA,LAS AMERICAS,AVENIDA,LAS INDIAS,CALLE,12 DE OCTUBRE,CALLE,AMÉRICA DEL NORTE,902,,,NA,NA,,CONJUNTO HABITACIONAL,PASEO DE LAS AMERICAS,,,,87049,28,TAMAULIPAS,41,Victoria,1,Ciudad Victoria,2145,33,,,,Fijo,23.76621825,-99.15818968,2019-11,46112
22744,4080754,QUESOS CHILCHOTA VICTORIA,,461150,"Comercio al por menor de leche, otros productos lácteos y embutidos",0 a 5 personas,CALLE,DOCTOR NORBERTO TREVIÑO ZAPATA (16),CALLE,ALEJANDRO PRIETO,CALLE,VERACRUZ,CALLE,MANUEL GONZÁLEZ HIJO,1545,,,NA,NA,,COLONIA,SAN FRANCISCO,,,,87050,28,TAMAULIPAS,41,Victoria,1,Ciudad Victoria,806,7,,CHILCHOTAVICTORIA@HOTMAIL.COM,,Fijo,23.74645193,-99.14999881,2014-12,46115
22872,4123377,SALCHICHONERIA QUESOS Y COSAS,,461150,"Comercio al por menor de leche, otros productos lácteos y embutidos",0 a 5 personas,CALLE,JOSE NUÑEZ DE CACERES (6),CALLE,LICENCIADO BENITO JUAREZ,BOULEVARD,PRAXEDIS BALBOA,CALLE,JUAN C. DORIA (5),201,A,,NA,NA,,COLONIA,ZONA CENTRO,,,,87000,28,TAMAULIPAS,41,Victoria,1,Ciudad Victoria,967,33,8341854574,,,Fijo,23.72993064,-99.14233991,2010-07,46115
23049,6402644,SORIANA 75 TAMATÁN,TIENDAS SORIANA SA DE CV,462111,Comercio al por menor en supermercados,101 a 250 personas,CALLE,GRAL LUIS CABALLERO PONIENTE ENTRE RIO CORONA Y VIA F,,,,,CARRETERA,0,250,,,NA,NA,,HACIENDA,ZOZAYA,,,,87070,28,TAMAULIPAS,41,Victoria,1,Ciudad Victoria,1005,41,,,,Fijo,23.72384398,-99.16045929,2010-07,46211
23414,6404833,SUPER VOY 4,LOS SENDEROS SA DE CV,462112,Comercio al por menor en minisupers,0 a 5 personas,CALLE,PROLONGACIÓN FELIPE BERRIOZÁBAL,CALLE,ARTÍCULO 123,BOULEVARD,FIDEL VELÁZQUEZ SÁNCHEZ,CALLE,GENERAL ALBERTO CARRERA TORRES,2304,,,NA,0,,HACIENDA,COMERCIAL 2000,CENTRAL CAMIONERA,TERMINAL DE AUTOBUSES,SN,87099,28,TAMAULIPAS,41,Victoria,1,Ciudad Victoria,882,13,,,WWW.LOSSENDEROS.COM.MX,Fijo,23.73751815,-99.13151951,2014-12,46211
23813,4100313,TIENDA DE ABARROTES CRISTY,,461110,"Comercio al por menor en tiendas de abarrotes, ultramarinos y misceláneas",0 a 5 personas,CALLE,ARGENTINA,CALLE,ALASKA,CALLE,COLOMBIA,CALLE,JAMAICA,NA,SN,,NA,NA,,COLONIA,LA LIBERTAD,,,,87019,28,TAMAULIPAS,41,Victoria,1,Ciudad Victoria,435,5,,,,Fijo,23.77157222,-99.16627525,2010-07,46111
23959,4081980,TIENDA DE ABARROTES JD,,461110,"Comercio al por menor en tiendas de abarrotes, ultramarinos y misceláneas",0 a 5 personas,CALLE,JUAN DE LA BARRERA,CALLE,PLAN DE SAN LUIS,CALLE,CONSUMACION DE LA INDEPENDENCIA,CALLE,JUAN ESCUTIA,NA,SN,,NA,NA,,COLONIA,ESFUERZO POPULAR,,,,87180,28,TAMAULIPAS,41,Victoria,1,Ciudad Victoria,1310,19,,,,Fijo,23.69935158,-99.14247454,2014-12,46111
24429,4114118,TIENDA DE ABARROTES SIN NOMBRE,,461110,"Comercio al por menor en tiendas de abarrotes, ultramarinos y misceláneas",0 a 5 personas,CALLE,OLIVES,CALLE,GENERAL PASCUAL OROZCO,CALLE,J. BAUTISTA DE M.,CALLE,MALINCHEROS,383,,,NA,NA,,COLONIA,ADOLFO LOPEZ MATEOS,,,,87020,28,TAMAULIPAS,41,Victoria,1,Ciudad Victoria,825,13,,,,Fijo,23.74507399,-99.13085798,2010-07,46111
24529,4081939,TIENDA DE ABARROTES YAQUI,,461110,"Comercio al por menor en tiendas de abarrotes, ultramarinos y misceláneas",0 a 5 personas,CALLE,LUIS CERVANTES AGUILAR,CALLE,FELIPE ARREDONDO VEGA,CALLE,NINGUNO,CALLE,TAMAHOLIPA,NA,SN,,NA,NA,,EJIDO,12 DE SEPTIEMBRE,,,,87180,28,TAMAULIPAS,41,Victoria,1,Ciudad Victoria,1378,19,,,,Fijo,23.70758086,-99.14025592,2014-12,46111
25021,7928791,VENTA DE ABARROTES Y REFRESCOS,,461110,"Comercio al por menor en tiendas de abarrotes, ultramarinos y misceláneas",0 a 5 personas,CALLE,CHAPULTEPEC,CALLE,MATIAS SERVANDO CANALES,CALLE,GUADALUPE MAINERO,CALLE,GUADALUPE MAINERO,NA,SN,,NA,NA,,COLONIA,CHAPULTEPEC,,,,87130,28,TAMAULIPAS,41,Victoria,1,Ciudad Victoria,2164,49,8342186851,,,Fijo,23.71638397,-99.1224662,2019-11,46111
25033,8873336,VENTA DE ARTICULOS PARA EL HOGAR,,462112,Comercio al por menor en minisupers,0 a 5 personas,AVENIDA,LAS AMERICAS,CALLE,CUBA,CALLE,LICENCIADO ZEFERINO FAJARDO LUNA,CALLE,CUBA,NA,SN,,NA,NA,,COLONIA,LA LIBERTAD,,,,87019,28,TAMAULIPAS,41,Victoria,1,Ciudad Victoria,435,43,,,,Fijo,23.76366659,-99.16785189,2019-11,46211
25042,4101418,VENTA DE BOTANAS KARIN,,461190,Comercio al por menor de otros alimentos,6 a 10 personas,CALLE,THOMAS ALVA EDISON,CALLE,FLEMING,CALLE,LUIS PASTEUR,CALLE,LOMAS DE SANTANDER,1706,,,NA,NA,,FRACCIONAMIENTO,LOMAS DE SANTANDER,,,,87037,28,TAMAULIPAS,41,Victoria,1,Ciudad Victoria,558,72,,,,Fijo,23.73910502,-99.17226085,2010-07,46119
25059,4081203,VENTA DE CHICHARRONES,,461190,Comercio al por menor de otros alimentos,0 a 5 personas,CALLE,JOSE NUÑEZ DE CACERES (6),CALLE,MIGUEL HIDALGO Y COSTILLA,CALLE,JOSE MARIA MORELOS Y PAVON,CALLE,JOSÉ MARÍA MORELOS Y PAVÓN,NA,SN,,NA,NA,,COLONIA,ZONA CENTRO,,,,87000,28,TAMAULIPAS,41,Victoria,1,Ciudad Victoria,952,28,,,,Fijo,23.73166705,-99.14247162,2014-12,46119
25081,7933954,VENTA DE CHORIZO Y QUESO,,461150,"Comercio al por menor de leche, otros productos lácteos y embutidos",0 a 5 personas,CALLE,CANADA,CALLE,LICENCIADO ZEFERINO FAJARDO LUNA,ANDADOR,GENERAL JUAN GOJON,CALLE,LICENCIADO ZEFERINO FAJARDO LUNA,0,SN,,NA,0,,COLONIA,BUROCRATAS MUNICIPALES II,,,,87019,28,TAMAULIPAS,41,Victoria,1,Ciudad Victoria,435,58,,,,Fijo,23.76815319,-99.16806929,2019-11,46115
25303,4123209,"VENTA DE SEMILLAS Y GRANOS ALIMENTICIOS, ESPECIAS Y CHILES SECOS",,461140,"Comercio al por menor de semillas y granos alimenticios, especias y chiles secos",0 a 5 personas,CALLE,JOSE MARIA MORELOS Y PAVON,CALLE,PORFIRIO DIAZ (7),CALLE,JOSE NUÑEZ DE CACERES (6),CALLE,MIGUEL HIDALGO Y COSTILLA,0,SN,EDIFICIO SIN NOMBRE,17,0,,COLONIA,ZONA CENTRO,,,,87000,28,TAMAULIPAS,41,Victoria,1,Ciudad Victoria,952,28,,,,Fijo,23.73198039,-99.14318398,2010-07,46114
25404,4079445,YOGURLAND NIEVE DE YOGURT,,461170,Comercio al por menor de paletas de hielo y helados,0 a 5 personas,BOULEVARD,TAMAULIPAS,CALLE,NINGUNO,CALLE,ZACATECAS,BOULEVARD,TAMAULIPAS,NA,SN,,NA,NA,LOCAL 9,COLONIA,VALLE AGUAYO,,,,87020,28,TAMAULIPAS,41,Victoria,1,Ciudad Victoria,469,51,,,,Fijo,23.75602387,-99.14133418,2014-12,46117
25789,4121362,ANTOJITOS LA CHILAPEÑA,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,CALLE,EMILIANO P. NAFARRETE (14),CALLE,LICENCIADO BENITO JUAREZ,CALLE,MIGUEL HIDALGO Y COSTILLA,CALLE,GASPAR DE LA GARZA (13),NA,SN,EDIFICIO SIN NOMBRE,1,NA,,COLONIA,CIUDAD VICTORIA CENTRO,,,,87000,28,TAMAULIPAS,41,Victoria,1,Ciudad Victoria,859,36,,,,Fijo,23.73144054,-99.14991532,2010-07,72251
26216,7933688,BANQUETES Y REPOSTERIA ANGELICA,,722320,Servicios de preparación de alimentos para ocasiones especiales,6 a 10 personas,CALLE,GASPAR DE LA GARZA (13),CALLE,CHIHUAHUA,CALLE,COAHUILA,CALLE,MATÍAS SABAS CANALES (12),1845,,,NA,0,,FRACCIONAMIENTO,FRACC SAN JOSE,,,,87040,28,TAMAULIPAS,41,Victoria,1,Ciudad Victoria,740,20,8341114193,BANQUETESANGELICA@HOTMAIL.COM,,Fijo,23.74897607,-99.14706631,2019-11,72232
27151,7928793,CARNITAS SORIA,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,AVENIDA,AVENIDA DE LA UNIDAD,CALLE,PATRIOTISMO,CALLE,GRATITUD,CALLE,INTEGRIDAD,1426,,,NA,NA,,FRACCIONAMIENTO,INTEGRACION FAMILIAR,,,,87130,28,TAMAULIPAS,41,Victoria,1,Ciudad Victoria,2164,8,8343006807,,,Semifijo,23.71932776,-99.12034144,2019-11,72251
29530,6405738,ESTACIONAMIENTO HOTEL SANTORIN,HOTELERA CARCUR CASTAÑEDA SA DE CV,721111,Hoteles con otros servicios integrados,0 a 5 personas,AVENIDA,CRISTÓBAL COLÓN (9),AVENIDA,VICENTE GUERRERO,CALLE,MARIANO MATAMOROS,CALLE,HERMANOS VÁZQUEZ GÓMEZ (10),349,,,NA,NA,,SECTOR,ZONA CENTRO,OTRO CONGLOMERADO,BEST WESTERN SANTORIN,349,87000,28,TAMAULIPAS,41,Victoria,1,Ciudad Victoria,952,17,,RICARDOMELENDEZ@GRUPOCARCUR.COM.MX,,Fijo,23.73349272,-99.14509619,2010-07,72111
29913,4122293,GORDITAS DOÑA DIEGO,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,CALLE,MARTIRES DE CHICAGO,BOULEVARD,PRAXEDIS BALBOA,CALLE,IGNACIO ZARAGOZA,CALLE,MÁRTIRES DE CHICAGO,NA,SN,,NA,NA,,COLONIA,MIGUEL HIDALGO,,,,87090,28,TAMAULIPAS,41,Victoria,1,Ciudad Victoria,971,43,,,,Semifijo,23.72829937,-99.13355204,2010-07,72251
30983,7928861,KOME HOUSE,,722516,Restaurantes de autoservicio,0 a 5 personas,CALLE,LOS OLIVOS,CALLE,OYAMELES,CALLE,BUGAMBILIAS,CALLE,FRAMBOYANES,550,,,NA,NA,,FRACCIONAMIENTO,PASEO DE LOS OLIVOS III,,,,87130,28,TAMAULIPAS,41,Victoria,1,Ciudad Victoria,1857,13,,ISRODRIGUEZ_EA@HOTMAIL.COM,,Fijo,23.71433232,-99.11316821,2019-11,72251
31073,7929490,LA COCINA DE MONY,,722518,Restaurantes que preparan otro tipo de alimentos para llevar,0 a 5 personas,CALLE,FRANCISCO JAVIER MINA,CALLE,MANUEL GONZALEZ JR.,CALLE,5 DE MAYO (16),CALLE,IGNACIO ALDAMA,220,,,NA,0,,COLONIA,SAN FRANCISCO,,,,87050,28,TAMAULIPAS,41,Victoria,1,Ciudad Victoria,793,25,8351500225,,,Fijo,23.74023194,-99.15037645,2019-11,72251
31612,8926812,MARIKEKAS,,722513,Restaurantes con servicio de preparación de antojitos,6 a 10 personas,AVENIDA,FRANCISCO I. MADERO (17),CALLE,LICENCIADO BENITO JUAREZ,CALLE,IGNACIO ZARAGOZA,CALLE,5 DE MAYO (16),NA,SN,,NA,NA,,COLONIA,BUROCRATAS ESTATALES,,,,87000,28,TAMAULIPAS,41,Victoria,1,Ciudad Victoria,1024,3,,,,Fijo,23.73001049,-99.15251088,2019-11,72251
33683,8376410,RESTAURANTE CON SERVICIO DE PREPARACION DE TACOS Y TORTAS SIN NOMBRE,RESTAURANTE CON SERVICIO DE PREPARACION DE TACOS Y TORTAS SIN NOMBRE ,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,BENITO CARRERA TORRES,CALLE,1 DE MAYO,CALLE,PROLONGACION ESMERALDA,CALLE,AMANECER,0,SN,,NA,0,SN,COLONIA,LA ESPERANZA,,,,87076,28,TAMAULIPAS,41,Victoria,1,Ciudad Victoria,2249,1,8341493047,,,Fijo,23.72123186,-99.18729198,2019-11,72251
36308,4123064,TAMALES DE MUNDA,,722519,Servicios de preparación de otros alimentos para consumo inmediato,0 a 5 personas,CALLE,IGNACIO ALLENDE,CALLE,PORFIRIO DIAZ (7),CALLE,JOSE NUÑEZ DE CACERES (6),CALLE,NICOLÁS BRAVO,1106,,,NA,0,,COLONIA,ZONA CENTRO,,,,87000,28,TAMAULIPAS,41,Victoria,1,Ciudad Victoria,952,12,,,,Fijo,23.73543802,-99.1429355,2010-07,72251
39232,4111093,VENTA DE COMIDAS LAS CAZUELAS DEL SABOR,,722518,Restaurantes que preparan otro tipo de alimentos para llevar,0 a 5 personas,CALLE,DOCTOR NORBERTO TREVIÑO ZAPATA (16),CALLE,VERACRUZ,CALLE,NUEVO LEON,CALLE,MANUEL GONZÁLEZ HIJO,1633,,,NA,NA,,COLONIA,SAN FRANCISCO,,,,87050,28,TAMAULIPAS,41,Victoria,1,Ciudad Victoria,736,47,,,,Fijo,23.74695135,-99.14994186,2010-07,72251
39267,4081316,VENTA DE GORDITAS,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,CALLE,CAMILO MANZO (2),CALLE,MARIANO MATAMOROS,CALLE,VICENTE GUERRERO,CALLE,F. DE LA GARZA (1),331,,,NA,NA,,COLONIA,OBRERA,,,,87090,28,TAMAULIPAS,41,Victoria,1,Ciudad Victoria,971,1,8343127616,,,Fijo,23.73320501,-99.138581,2014-12,72251
